director_name,ceremony,year,category,outcome,original_language
Jacques Becker,French Syndicate of Cinema Critics,1951.0,Critics Award,Won,fr
Stephane Riethauser,New York City Short Film Festival,2012.0,Audience Award,Nominated,en
Krsto Papić,Fantasporto,1982.0,International Fantasy Film Award,Won,hr
Matthew Bate,CPH:DOX,2010.0,Short Dox Award,Nominated,en
Robert Menegoz,"Academy Awards, USA",1971.0,Oscar,Nominated,en
Laurent Cantet,San Sebastián International Film Festival,1999.0,Best New Director,Won,en
Joel Coen,"Empire Awards, UK",2004.0,Empire Award,Nominated,en
Donald Brittain,Genie Awards,1980.0,Genie,Won,en
Anne Pick,Gemini Awards,2004.0,Gemini,Nominated,en
Takashi Yamazaki,Awards of the Japanese Academy,2015.0,Award of the Japanese Academy,Won,ja
Beyoncé Knowles,BET Comedy Awards,2004.0,BET Comedy Award,Nominated,en
Hiromasa Yonebayashi,International Online Cinema Awards (INOCA),2015.0,Halfway Award,Nominated,ja
Kriv Stenders,Australian Film Institute,2005.0,AFI Award,Nominated,en
Kanye West,Brit Awards,2006.0,Brit,Nominated,en
Harmony Korine,Indiewire Critics' Poll,2013.0,ICP Award,Nominated,en
Louis C.K.,Gay and Lesbian Entertainment Critics Association (GALECA),2012.0,Dorian Award,Nominated,en
Jim Jarmusch,New York Film Festival,2013.0,Grand Marnier Fellowship Award,Nominated,en
Shivajee Chandrabhushan,Granada Film Festival Cines del Sur,2008.0,Silver Alhambra,Won,en
Thomas Gibson,Online Film & Television Association,1999.0,OFTA Television Award,Nominated,en
Alan Alda,"Golden Globes, USA",1982.0,Golden Globe,Won,en
Nicolas Winding Refn,Robert Festival,2012.0,Robert,Won,en
Stuart Gilmore,"American Cinema Editors, USA",1971.0,Eddie,Nominated,en
Marc Wilkins,Palm Springs International ShortFest,2016.0,Jury Award,Won,en
Steven Zaillian,"Writers Guild of America, USA",1999.0,WGA Award (Screen),Nominated,en
Federico Fellini,Venice Film Festival,1954.0,OCIC Award - Honorable Mention,Won,it
Augusto Salvador,FAMAS Awards,1979.0,FAMAS Award,Won,en
Fernando Colomo,"Cinema Writers Circle Awards, Spain",2016.0,CEC Award,Nominated,es
Alan Arkin,Hollywood Film Awards,2012.0,Hollywood Film Award,Won,en
Andrew Dosunmu,Venice Film Festival,2004.0,Human Rights Film Network Award - Special Mention,Won,en
Kôki Yoshida,Locarno International Film Festival,2008.0,Golden Leopard - Filmmakers of the Present,Nominated,ja
Massimo Gaudioso,Golden Ciak Awards,2013.0,Golden Ciak,Nominated,it
Nat Perrin,Western Heritage Awards,1961.0,Bronze Wrangler,Won,en
Noam Kaplan,Karlovy Vary Fresh Films Fest,2004.0,Audience Award,Won,en
Roberto Garzelli,Chicago International Film Festival,2010.0,Gold Hugo,Nominated,fr
Mohamed Al Daradji,Edinburgh International Film Festival,2010.0,Best New International Feature,Nominated,en
Russell Crowe,Broadcast Film Critics Association Awards,2002.0,Critics Choice Award,Won,en
Hype Williams,BET Awards,2016.0,BET Award,Nominated,en
Asif Kapadia,London Critics Circle Film Awards,2012.0,ALFS Award,Won,en
Marco Bechis,Lleida Latin-American Film Festival,2000.0,Screenplay Award,Won,en
George Cukor,"Academy Awards, USA",1948.0,Oscar,Nominated,en
Bruno Bozzetto,Annecy International Animated Film Festival,1962.0,International Critics' Award,Won,en
Miki Mistrati,"Adolf Grimme Awards, Germany",2012.0,Adolf Grimme Award,Nominated,en
Pete Docter,Kansas City Film Critics Circle Awards,2015.0,KCFCC Award,Nominated,en
Richard J. Bosner,New York VisionFest,2012.0,Outstanding Achievement Award,Won,en
Alberto Arvelo,Valladolid International Film Festival,2004.0,Youth Jury Award,Won,es
Paul Hough,Tri-Cities International Fantastic Film Festival,2013.0,Festival Prize,Won,en
Nicholas Hondrogen,Cinequest San Jose Film Festival,1998.0,Best Documentary,Nominated,en
Siegfried A. Fruhauf,Jihlava International Documentary Film Festival,2009.0,Best Experimental Documentary,Nominated,en
Nettie Wild,Banff Mountain Film Competition,2016.0,Mountain Environment & Natural History,Won,en
Sierra Pettengill,News & Documentary Emmy Awards,2016.0,Emmy,Won,en
Nikos Nikolaidis,Avoriaz Fantastic Film Festival,1987.0,Grand Prize,Nominated,el
Oscar Ruiz Navia,Locarno International Film Festival,2014.0,Golden Leopard - Filmmakers of the Present,Nominated,es
Wolfgang Liebeneiner,Cannes Film Festival,1953.0,Grand Prize of the Festival,Nominated,de
Russell Brown,Northern Virginia International Film and Music Festival,2017.0,Jury Prize,2nd place,en
P.J. Castellaneta,Torino International Gay & Lesbian Film Festival,1992.0,Best Feature Film,Won,en
Peter Lord,Los Angeles Film Critics Association Awards,2000.0,LAFCA Award,Won,en
Richard Tanne,Image Awards,2017.0,Image Award,Nominated,en
Dan Scanlon,Hollywood Film Awards,2013.0,Hollywood Film Award,Won,en
Ken Wardrop,Irish Film and Television Awards,2010.0,IFTA Award,Nominated,en
Anthony Wall,BAFTA Awards,1990.0,BAFTA TV Award,Nominated,en
Anton Corbijn,Grammy Awards,1995.0,Grammy,Nominated,en
Nicolas Winding Refn,Robert Festival,2011.0,Robert,Nominated,en
Terrence Malick,Toronto Film Critics Association Awards,2011.0,TFCA Award,Nominated,en
Rich Thorne,Marco Island Film Festival,2002.0,Festival Award,Won,en
Jason Bourque,Vancouver International Film Festival,2014.0,Best Canadian Feature Film,Nominated,en
Eddie Romero,FAMAS Awards,1985.0,FAMAS Award,Won,en
Matteo Garrone,Venice Film Festival,1998.0,Kodak Award,2nd place,en
Tommy Chong,Grammy Awards,1973.0,Grammy,Nominated,en
Stefan Prehn,German Film Critics Association Awards,2011.0,German Film Critics Award,Won,de
Christophe Saber,Brest European Short Film Festival,2014.0,Audience Award,Won,en
Diana Groó,"Mediawave, Hungary",1997.0,Youth Award,Won,hu
Seith Mann,Chicago International Film Festival,2003.0,Gold Plaque,Won,en
John Seale,Central Ohio Film Critics Association,2004.0,COFCA Award,Nominated,en
Rafael Gomes,Vitória Cine Vídeo,2004.0,Marlim Azul Trophy,Won,en
Jean-Jacques Beineix,"César Awards, France",1982.0,César,Won,en
Paddy Considine,Film Independent Spirit Awards,2012.0,Independent Spirit Award,Nominated,en
Michael Mann,Online Film Critics Society Awards,2000.0,OFCS Award,Nominated,en
Peter Tscherkassky,San Francisco International Film Festival,2000.0,Golden Spire,Won,en
János Edelényi,Edinburgh International Film Festival,2016.0,Audience Award,3rd place,en
Joel Coen,"American Cinema Editors, USA",1997.0,Eddie,Nominated,en
Dominique Monfery,Best Shorts Competition,2015.0,Award of Excellence,Won,fr
Torun Lian,"Amanda Awards, Norway",1999.0,Amanda,Nominated,no
Joseph L. Mankiewicz,Cannes Film Festival,1951.0,Grand Prize of the Festival,Nominated,en
Ian & Cooper,Primetime Emmy Awards,2009.0,Primetime Emmy,Nominated,en
Mark Burton,Jerusalem Film Festival,2015.0,Cinematheque Young Critics Club Award for Best Children's Film,Nominated,en
Aleksandr Alov,Venice Film Festival,1961.0,Pasinetti Award,Won,en
Seyfi Teoman,Istanbul International Film Festival,2011.0,Special Prize of the Jury,Won,en
David Twohy,Fangoria Chainsaw Awards,1991.0,Chainsaw Award,Nominated,en
Ana Valine,Vancouver International Film Festival,2014.0,Best Canadian Feature Film,Nominated,en
Marcela Said,RiverRun International Film Festival,2014.0,Jury Prize,Won,en
Michael Moore,Vancouver International Film Festival,1989.0,Most Popular Film,Won,en
Jesse Holland,New York City Horror Film Festival,2010.0,Best Feature,Won,en
Maiko Endo,CPH:DOX,2011.0,CPH:DOX Award,Nominated,en
Peter Miller,Stony Brook Film Festival,2012.0,Festival Grand Prize,Won,en
Juan Padrón,Cannes Film Festival,1986.0,Palme d'Or - Best Short Film,Nominated,es
Carlos Salcés,Biarritz International Festival of Latin American Cinema,1998.0,Golden Sun,Won,en
Jules Naudet,Satellite Awards,2003.0,Golden Satellite Award,Won,en
Hugh Keays-Byrne,Gold Derby Awards,2016.0,Gold Derby Award,Nominated,en
Simon Delaney,Irish Film and Television Awards,2003.0,IFTA Award,Nominated,en
Jamie Foxx,Las Vegas Film Critics Society Awards,2005.0,Sierra Award,Won,en
Giovanni Columbu,Golden Ciak Awards,2013.0,Golden Ciak,Nominated,en
Christophe Saber,Castellinaria International Festival of Young Cinema,2014.0,Special Mention,Won,en
Pete Docter,Broadcast Film Critics Association Awards,2010.0,Critics Choice Award,Nominated,en
George Clooney,Gold Derby Awards,2008.0,Gold Derby Award,Nominated,en
Éric Rohmer,Sant Jordi Awards,1970.0,Sant Jordi,Won,fr
Agustín Díaz Yanes,ADIRCAE Awards,1996.0,ADIRCAE Award,Won,es
Lexy Lovell,Heartland Film Festival,1997.0,Crystal Heart Award,Won,en
Robert Mitchum,Laurel Awards,1962.0,Golden Laurel,Nominated,en
Kevin Munroe,Brussels International Festival of Fantasy Film (BIFFF),2012.0,Golden Raven,Nominated,en
Blaine Baggett,Primetime Emmy Awards,1991.0,Primetime Emmy,Nominated,en
Péter Tímár,Hungarian Film Week,1999.0,Most Popular Film,Won,hu
Stanislav Güntner,Bogota Film Festival,2012.0,Golden Precolumbian Circle,Nominated,de
Paolo Sorrentino,International Cinephile Society Awards,2015.0,ICS Cannes Award,Won,en
Edward Zebrowski,Polish Film Festival,1979.0,Silver Lion,Won,en
Jitka Rudolfová,Karlovy Vary International Film Festival,2014.0,East of West Award,Nominated,cs
John Sayles,"Writers Guild of America, USA",1997.0,WGA Award (Screen),Nominated,en
Michel Gondry,Sitges - Catalonian International Film Festival,2006.0,Audience Award,Won,en
Rania Stephan,Palm Springs International Film Festival,2012.0,John Schlesinger Award,Nominated,en
Visar Morina,Cleveland International Film Festival,2016.0,George Gund III Memorial Central and Eastern European Film Competition,Nominated,de
Naseeruddin Shah,Awards of the International Indian Film Academy,2006.0,Popular Award,Nominated,en
Severin Fiala,Camerimage,2015.0,Jury Award,Nominated,en
Maurice Noble,Motion Picture Screen Cartoonists Awards,1992.0,Golden Award,Won,en
Jeff Goldblum,CableACE Awards,1987.0,ACE,Nominated,en
Chris Sanders,Annie Awards,1998.0,Annie,Won,en
Mikkel Nørgaard,Austin Fantastic Fest,2011.0,Best Picture,Won,da
Sydney Pollack,Western Heritage Awards,1972.0,Bronze Wrangler,Won,en
Kirill Serebrennikov,Fribourg International Film Festival,2017.0,Grand Prix,Nominated,ru
Michael Dudok de Wit,Odense International Film Festival,2001.0,Most Imaginative Film,Won,en
Scott McGehee,Fantasporto,2014.0,Directors' Week Award,Nominated,en
Nae Caranfil,Wiesbaden goEast,2002.0,Special Jury Award,Won,en
Jonathan A. Rosenbaum,Leo Awards,2013.0,Leo,Nominated,en
Jim Jarmusch,"Sun in a Net Awards, Slovakia",2006.0,Sun in a Net,Nominated,en
Michelangelo Frammartino,AFI Fest,2010.0,Audience Award,Nominated,en
Angelina Jolie,Women Film Critics Circle Awards,2011.0,WFCC Award,Nominated,en
Charles Swenson,CableACE Awards,1994.0,CableACE,Won,en
Helmut Dietl,"Adolf Grimme Awards, Germany",1987.0,Adolf Grimme Award,Won,de
Heidi Ewing,"Cinema Eye Honors Awards, US",2015.0,Cinema Eye Honors Award,Nominated,en
Julia Pott,Florida Film Festival,2017.0,Audience Award,Won,en
Benoît Cohen,Arizona International Film Festival,2013.0,Festival Prize,Won,fr
Jack Nicholson,"People's Choice Awards, USA",1986.0,People's Choice Award,Nominated,en
Michael Winterbottom,European Film Awards,2006.0,European Film Award,Nominated,en
Takashi Miike,Neuchâtel International Fantastic Film Festival,2005.0,Narcisse Award,Nominated,ja
Joey Agbayani,Cinema One Originals Digital Film Festival,2015.0,Special Honorary Award,Won,en
Noémie Lvovsky,Viareggio EuropaCinema,2001.0,EuropaCinema Platinum Award,Won,fr
Fien Troch,Taipei Film Festival,2006.0,International New Talent Competition - Grand Prize,Nominated,nl
Koji Yamamura,Hiroshima International Animation Festival,2004.0,Grand Prix,Won,en
Steve Hudgins,Tabloid Witch Awards,2016.0,Tabloid Witch Award,Won,en
Leandra Leal,Cinema Brazil Grand Prize,2011.0,Cinema Brazil Grand Prize,Nominated,pt
Louis J. Horvitz,"Directors Guild of America, USA",2014.0,DGA Award,Nominated,en
Eduardo Chapero-Jackson,European Film Awards,2007.0,European Film Award,Won,en
Matthew Newton,Logie Awards,2002.0,Silver Logie,Nominated,en
Edward Tyndall,Carolina Film & Video Festival,2008.0,Jacob H. Froelich Jr. Screenwriting Award,Won,en
Peter Jackson,Online Film Critics Society Awards,2003.0,OFCS Award,Won,en
Robert Glinski,Festróia - Tróia International Film Festival,2002.0,Golden Dolphin,Nominated,pl
Amy Berg,"Writers Guild of America, USA",2016.0,WGA Award (Screen),Nominated,en
Kimon Tsakiris,Festival de Television de Monte Carlo,2008.0,URTI Silver Medal,2nd place,en
Stephanie Laing,Primetime Emmy Awards,1999.0,Primetime Emmy,Nominated,en
Morten Arnfred,Chicago International Film Festival,1980.0,Gold Hugo,Nominated,da
Craig Richardson,"Newport International Film Festival, Rhode Island",1998.0,Award for Original Vision,Won,en
J. Michael Straczynski,Hugo Awards,1994.0,Hugo,Nominated,en
David Thompson,Primetime Emmy Awards,2001.0,Primetime Emmy,Nominated,en
Kim Ki,European Film Awards,2003.0,Screen International Award,Nominated,en
Dennis Hauck,ATAS Foundation College Television Awards,2004.0,Second Place,Won,en
Gerald Stembridge,Thessaloniki Film Festival,1995.0,Best Screenplay,Won,en
Zoe Berriatúa,Sitges - Catalonian International Film Festival,2013.0,Maria,Nominated,es
Ashlee Page,ATOM Awards (Australian Teachers of Media Awards),2010.0,Best Short Fiction Film,Won,en
Licínio Azevedo,Amiens International Film Festival,2012.0,Audience Award,Won,pt
Nicolas Cage,Palm Springs International Film Festival,2001.0,Desert Palm Achievement Award,Won,en
Jennifer Kent,Toronto After Dark Film Festival,2014.0,Special Award,Won,en
Brillante Mendoza,Locarno International Film Festival,2005.0,Golden Leopard - Video,Won,en
Alan Alda,Primetime Emmy Awards,1974.0,Primetime Emmy,Won,en
Nitesh Tiwari,"National Film Awards, India",2012.0,Golden Lotus Award,Won,hi
Johanna Jackie Baier,Athens Outview Film Festival,2014.0,Festival Prize,Won,en
Karin Julsrud,Brussels International Film Festival,2000.0,Crystal Star,Nominated,no
Judi Dench,Screen Actors Guild Awards,1998.0,Actor,Nominated,en
Benedikt Erlingsson,Amiens International Film Festival,2013.0,Prize of the City of Amiens,Won,en
Bryan Singer,Sitges - Catalonian International Film Festival,2011.0,Honorary Grand Prize,Won,en
Teddy Robin Kwan,Hong Kong Film Awards,2014.0,Hong Kong Film Award,Nominated,cn
Benedek Fliegauf,Hungarian Film Week,2003.0,"""Gene Moskowitz"" Critics Award",Won,hu
Yung-Shing Teng,Vesoul Asian Film Festival,2012.0,Netpac Award - Special Mention,Won,en
Katsuya Tomita,Mainichi Film Concours,2011.0,Mainichi Film Concours,Won,en
Neeraj Vora,Screen Weekly Awards,2001.0,Screen,Won,en
Yury Bykov,APKIT Awards,2016.0,APKiT,Nominated,ru
Eicke Bettinga,Landshut Short Film Festival,2016.0,Audience Award,Won,de
Ron Krauss,Montevideo Film Festival for Children and Young People,1998.0,Best Short Fiction Film,Won,en
Laurent Boileau,Annecy International Animated Film Festival,2012.0,Cristal,Nominated,fr
John Leekley,Edgar Allan Poe Awards,1988.0,Edgar,Nominated,en
Alan Ball,Primetime Emmy Awards,2010.0,Primetime Emmy,Nominated,en
Don McKellar,Chlotrudis Awards,2007.0,Body of Work Award,Won,en
Maria Ilioú,Würzburg International Filmweekend,1997.0,Audience Award,Won,en
Turner Ross,Milwaukee Film Festival,2012.0,Festival Prize,Nominated,en
Kamla Abu Zekry,Fribourg International Film Festival,2010.0,Grand Prix,Nominated,ar
Mantas Kvedaravicius,Belgrade Documentary and Short Film Festival,2011.0,Grand Prix,Won,en
Tadashi Nakamura,VC FilmFest - Los Angeles Asian Pacific Film Festival,2013.0,Audience Award,Won,en
Christoph Waltz,Russian National Movie Awards,2014.0,Georges Award,Won,de
Don Mischer,"Directors Guild of America, USA",2010.0,DGA Award,Won,en
Jaume Balagueró,Gérardmer Film Festival,2000.0,Special Jury Prize,Won,es
Michelangelo Antonioni,Italian National Syndicate of Film Journalists,1962.0,Silver Ribbon,Won,it
Sally Field,TV Land Awards,2004.0,TV Land Award,Nominated,en
Jan Kidawa-Blonski,Camerimage,2013.0,Golden Frog,Nominated,pl
Bruce Webb,Encounters International Film Festival,2005.0,Brief Encounters Grand Prix,Nominated,en
Steve Kloves,Hugo Awards,2005.0,Hugo,Nominated,en
Jira Maligool,Thailand National Film Association Awards,2017.0,National Film Association Award,Nominated,th
Bong Joon-ho,Buil Film Awards,2009.0,Buil Film Award,Won,ko
Adam McKay,Denver Film Critics Society,2016.0,DFCS Award,Won,en
Ryan Little,"Long Beach International Film Festival, Pasadena",2003.0,Audience Award,Won,en
Wong Ching-po,Vesoul Asian Film Festival,2007.0,Golden Wheel,Nominated,en
Mitchell Block,Chicago International Film Festival,1973.0,Gold Hugo,Nominated,en
Rodrigo Plá,Uruguay International Film Festival,2009.0,Critics Award,Won,es
Valeria Golino,Tetouan International Mediterranean Film Festival,2014.0,Best First Work,Won,en
Virgil Widrich,Krakow Film Festival,2001.0,Cracow Students Jury Award,Won,en
Elia Kazan,"Directors Guild of America, USA",1987.0,Lifetime Achievement Award,Won,en
David Friedkin,"Writers Guild of America, USA",1966.0,WGA Award (Screen),Won,en
Wes Anderson,San Diego Film Critics Society Awards,2014.0,SDFCS Award,Nominated,en
Hüseyin Tabak,Chicago International Children's Film Festival,2013.0,Adult's Jury Award,Won,de
Marshall Herskovitz,Humanitas Prize,1991.0,Humanitas Prize,Nominated,en
Shinji Aoyama,Locarno International Film Festival,2008.0,Golden Leopard - Filmmakers of the Present,Nominated,ja
Xavier Giannoli,Torino Film Festival,1998.0,Prize of the City of Torino,Won,en
Christopher Nolan,Online Film & Television Association,2009.0,OFTA Film Award,Nominated,en
